Date	Name	Location	Amount
2/10/2023	Walmart	Phoenix Arizona	96.58
2/11/2023	APS(Power)	Phoenix Arizona	86.08
2/11/2023	Chevron	Phoenix Arizona	52.00
2/11/2023	SWGas	Phoenix Arizona	37.78
2/12/2023	Walmart	Phoenix Arizona	2.95
2/12/2023	Chevron	Phoenix Arizona	36.50
2/14/2023	T-Mobile	Phoenix Arizona	20.00
2/17/2023	99CentStore	Phoenix Arizona	5.29
2/17/2023	Frys	Phoenix Arizona	7.01
2/17/2023	PandaExpress	Phoenix Arizona	13.08
2/17/2023	Walmart	Phoenix Arizona	46.18
2/17/2023	CenturyLink	Phoenix Arizona	49.00
2/18/2023	Ebay	Phoenix Arizona	10.27
2/18/2023	HarkinsTheatre	Phoenix Arizona	36.50
2/21/2023	Dysney Plus	Phoenix Arizona	7.99
2/23/2023	Walmart	Phoenix Arizona	23.68
2/24/2023	99CentStore	Phoenix Arizona	6.62
2/24/2023	PandaExpress	Phoenix Arizona	10.49
2/24/2023	Walmart	Phoenix Arizona	42.79
2/24/2023	Dri Crucial	Phoenix Arizona	324.29
2/25/2023	Chevron	Phoenix Arizona	1.72
2/27/2023	BoardgameArena	Phoenix Arizona	5.00
3/1/2023	SUBSCRIBESTAR	Phoenix Arizona	5.00
3/1/2023	Ace Hardware	Phoenix Arizona	36.46
3/3/2023	Circle K	Phoenix Arizona	1.51
3/3/2023	Walmart	Phoenix Arizona	78.51
3/3/2023	99CentStore	Phoenix Arizona	7.02
3/4/2023	Shell	Phoenix Arizona	55.40
3/5/2023	Taco Bell	Phoenix Arizona	10.08
3/6/2023	Safeway	Phoenix Arizona	20.00
3/6/2023	Dollar Tree	Phoenix Arizona	1.08
3/6/2023	DiscountTire	Phoenix Arizona	189.70
3/6/2023	Chevron	Phoenix Arizona	45.42
3/6/2023	Chevron	Phoenix Arizona	71.00
3/7/2023	CVS	Phoenix Arizona	12.20
3/7/2023	DiscountTire	Phoenix Arizona	572.34
3/8/2023	Circle K	Phoenix Arizona	49.00
3/9/2023	Staples	Phoenix Arizona	12.41
3/10/2023	99CentStore	Phoenix Arizona	3.97
3/10/2023	Walmart	Phoenix Arizona	44.81
3/11/2023	home depot	Phoenix Arizona	41.38
3/11/2023	home depot	Phoenix Arizona	4.81
3/12/2023	Walmart	Phoenix Arizona	23.34
3/13/2023	home depot	Phoenix Arizona	4.91
3/14/2023	T-Mobile	Phoenix Arizona	20.00
3/15/2023	SWGas	Phoenix Arizona	35.50
3/17/2023	Dave(Apr-AugRent)	Phoenix Arizona	3750
3/17/2023	PandaExpress	Phoenix Arizona	10.49
3/17/2023	99CentStore	Phoenix Arizona	3.97
3/17/2023	Frys	Phoenix Arizona	8.06
3/17/2023	Walmart	Phoenix Arizona	46.08
3/17/2023	Barbershop	Phoenix Arizona	25.00
3/17/2023	CenturyLink	Phoenix Arizona	49.00
3/17/2023	CenturyLink	Phoenix Arizona	49.00
3/18/2023	Chevron	Phoenix Arizona	1.72
3/19/2023	Metro	Phoenix Arizona	2.00
3/19/2023	Subway	Phoenix Arizona	11.87
3/19/2023	Dunkin Donuts	Phoenix Arizona	5.16
3/19/2023	VictoriaVacation	Victoria BC Canada	1226.57
3/21/2023	Dysney Plus	Phoenix Arizona	7.99
3/21/2023	Dysney Plus	Phoenix Arizona	7.99
3/25/2023	EvSe	Phoenix Arizona	19.96
3/25/2023	XrLLC	Phoenix Arizona	45.55
3/26/2023	Wendys	Phoenix Arizona	14.85
3/27/2023	BoardgameArena	Phoenix Arizona	5.00
3/27/2023	Metro	Phoenix Arizona	2.00
3/28/2023	Dave(May-AugRent)	Phoenix Arizona	200
3/30/2023	Walmart	Phoenix Arizona	29.06
3/30/2023	PandaExpress	Phoenix Arizona	10.49
3/30/2023	OReilly Auto Parts	Phoenix Arizona	37.33
3/30/2023	Shell	Phoenix Arizona	1.29
3/31/2023	PandaExpress	Phoenix Arizona	10.49
3/31/2023	Metro	Phoenix Arizona	2.00
4/3/2023	ValleyCinema	Red Bluff	11.21
4/3/2023	Dollar Tree	Red Bluff	1.25
4/3/2023	APS(Power)	Phoenix Arizona	84.95
4/4/2023	BaskinRobins	Red Bluff	7.78
4/7/2023	Ikkyu	Red Bluff	80.00
4/8/2023	MatrixCardsGames	Red Bluff	47.18
4/8/2023	Dollar Tree	Red Bluff	45.44
4/13/2023	Luigis	Red Bluff	17.74
4/14/2023	T-Mobile	Phoenix Arizona	20.00
4/14/2023	Youtube	Red Bluff	5.99
4/21/2023	Dysney Plus	Red Bluff	7.99
4/22/2023	Walmart	Red Bluff	17.97
4/22/2023	Luigis	Red Bluff	28.22
4/22/2023	Dollar Tree	Red Bluff	6.25
4/22/2023	Thai House	Red Bluff	82.00
4/27/2023	BoardgameArena	Red Bluff	5.00
4/30/2023	BaskinRobins	Red Bluff	9.68
5/6/2023	APS(Power)	Phoenix Arizona	64.74
5/6/2023	SWGas	Phoenix Arizona	24.24
5/6/2023	Raleys	Red Bluff	50.96
5/6/2023	Prime Cinemas	Red Bluff	25.75
5/6/2023	Taco Bell	Red Bluff	9.13
5/7/2023	Fair	Red Bluff	3.75
5/7/2023	Fair	Red Bluff	8.00
5/14/2023	T-Mobile	Red Bluff	20.00
5/17/2023	CenturyLink	Phoenix Arizona	49.00
5/19/2023	Walmart	Phoenix Arizona	57.90
5/20/2023	McDonalds	Red Bluff	28.53
5/20/2023	McDonalds	Red Bluff	0.81
5/20/2023	OneStopGas&Food	Red Bluff	9.87
5/21/2023	Walmart	Phoenix Arizona	36.45
5/22/2023	Dysney Plus	Phoenix Arizona	7.99
5/23/2023	SWGas	Phoenix Arizona	16.58
5/24/2023	Pride Gas	Phoenix Arizona	75.00
5/25/2023	Chevron	Phoenix Arizona	4.50
5/25/2023	AmericanFivestar	Phoenix Arizona	1225.14
5/27/2023	FatCats	Phoenix Arizona	6.51
5/27/2023	FatCats	Phoenix Arizona	16.88
5/28/2023	Walmart	Phoenix Arizona	70.40
5/28/2023	Frys	Phoenix Arizona	8.84
5/28/2023	Safeway	Phoenix Arizona	7.56
5/28/2023	Chevron	Phoenix Arizona	56.00
5/29/2023	HornBlasters	Phoenix Arizona	43.59
5/29/2023	Ebay	Phoenix Arizona	30.53
5/29/2023	Ebay	Phoenix Arizona	20.52
5/29/2023	Ebay	Phoenix Arizona	1.99
5/29/2023	Ebay	Phoenix Arizona	32.42
5/29/2023	Walmart	Phoenix Arizona	6.13
5/29/2023	Walmart	Phoenix Arizona	46.47
6/2/2023	USPS	Phoenix Arizona	0.87
6/2/2023	99CentStore	Phoenix Arizona	5.19
6/2/2023	Walmart	Phoenix Arizona	24.15
6/2/2023	PandaExpress	Phoenix Arizona	10.49
6/2/2023	Chevron	Phoenix Arizona	2.37
6/3/2023	UVBeast	Phoenix Arizona	89.98
6/3/2023	Walmart	Phoenix Arizona	14.03
6/4/2023	CheapNEasyTrafficSchool	Phoenix Arizona	231.95
6/4/2023	Subway	Phoenix Arizona	9.61
6/4/2023	GolfLand	Phoenix Arizona	56.77
6/4/2023	GolfLand	Phoenix Arizona	7.74
6/4/2023	GolfLand	Phoenix Arizona	9.99
6/7/2023	Barbershop	Phoenix Arizona	30.00
6/8/2023	99CentStore	Phoenix Arizona	3.05
6/8/2023	Walmart	Phoenix Arizona	24.94
6/8/2023	Little Caesars	Phoenix Arizona	9.18
6/8/2023	Chevron	Phoenix Arizona	2.37
6/8/2023	APS(Power)	Phoenix Arizona	117.14
